,price,LotSize,Age,LandValue,LivingArea,Bedrooms,Fireplaces,Bathrooms,Rooms,Heating,Fuel,Sewer,Waterfront,NewConstruction
980,269900,0.4,25,25000,1938,4,1,2.5,8,hot water/steam,gas,public/commercial,No,No
981,154000,0.1,174,32800,1364,5,1,1,9,hot air,oil,septic,No,No
982,454900,0.5,2,15000,3242,4,1,2.5,11,hot air,gas,public/commercial,No,No
983,249900,0.42,23,57500,1571,3,2,2,7,hot air,gas,public/commercial,No,No
984,165000,0.09,21,17600,1314,2,1,1.5,6,electric,electric,public/commercial,No,No
985,329000,0.46,3,16100,2413,4,1,1.5,11,hot air,gas,public/commercial,No,No
986,49387,0.48,56,31800,900,2,1,1,5,hot air,oil,septic,No,No
987,445000,0.58,0,17400,3157,4,1,3.5,10,hot air,gas,public/commercial,No,No
988,73000,0.28,102,22400,908,2,1,1,7,hot water/steam,oil,septic,No,No
989,125000,0.13,20,18300,924,2,0,1,6,electric,electric,public/commercial,No,No
990,146500,0.12,18,18200,1138,2,1,1,6,electric,electric,public/commercial,No,No
991,209000,0.45,38,27000,2310,5,1,2.5,12,hot water/steam,gas,public/commercial,No,No
992,196500,0.46,30,30400,1874,4,1,2,9,hot air,gas,public/commercial,No,No
993,157000,0.29,20,20300,1228,4,0,1.5,6,electric,electric,public/commercial,No,No
994,125500,0.06,19,16400,1479,3,1,1.5,5,hot air,gas,public/commercial,No,No
995,190000,0.44,38,31800,1612,3,0,1.5,6,hot air,gas,public/commercial,No,No
996,250000,0.49,22,48800,2088,4,1,2.5,6,electric,electric,public/commercial,No,No
997,255000,0.4,4,30000,2131,4,1,2.5,10,hot air,gas,public/commercial,No,No
998,129700,0.15,20,18500,924,2,1,1,5,hot air,gas,public/commercial,No,No
999,65000,0.34,74,24800,1692,4,0,1.5,8,electric,electric,septic,No,No
1000,107000,0.28,82,12600,1568,3,0,1,7,hot air,gas,septic,No,No
1001,255000,0.57,35,33200,2262,4,1,2.5,9,hot air,gas,public/commercial,No,No
1002,398000,0.61,8,71200,2960,4,1,2.5,10,hot air,gas,public/commercial,No,No
1003,176000,0.45,31,27000,1683,4,1,2.5,8,hot water/steam,gas,public/commercial,No,No
1004,249900,0.86,36,35800,2680,5,1,3.5,12,hot water/steam,gas,public/commercial,No,No
1005,244900,0.38,26,40100,2742,3,1,3,8,hot air,oil,septic,No,No
1006,220000,0.5,30,29000,2012,4,1,2.5,10,hot water/steam,gas,public/commercial,No,No
1007,241000,0.35,31,27800,2702,5,1,1.5,9,hot air,gas,public/commercial,No,No
1008,159900,0.13,21,18300,1314,2,1,1.5,6,hot air,gas,public/commercial,No,No
1009,177555,0.56,38,34800,1672,3,1,1.5,8,hot air,gas,public/commercial,No,No
1010,95000,0.2,55,7700,1200,2,0,1,4,hot air,oil,septic,No,No
1011,5000,0.29,4,35800,1700,3,1,2.5,6,hot air,gas,public/commercial,No,No
1012,264900,0.5,40,29000,2652,5,1,3.5,12,hot water/steam,gas,public/commercial,No,No
1013,315000,0.77,16,74400,3062,4,1,2.5,9,hot water/steam,gas,public/commercial,No,No
1014,155000,0.09,25,17600,1290,2,1,1.5,5,hot air,gas,public/commercial,No,No
1015,130000,0.22,23,15400,1012,3,0,2,5,electric,electric,public/commercial,No,No
1016,238000,0.71,35,35100,2310,4,1,2.5,7,hot water/steam,gas,public/commercial,No,No
1017,224000,0.33,31,26500,2026,3,1,2.5,7,hot air,gas,public/commercial,No,No
1018,211000,1,18,31800,1404,3,0,1,6,hot air,gas,none,No,No
1019,279000,0.23,13,34100,1782,3,0,1,8,hot air,gas,septic,No,No
1020,242000,0.11,15,42000,2002,3,1,2.5,8,hot air,gas,public/commercial,No,No
1021,199875,0.61,36,35100,1782,4,1,1.5,7,hot air,gas,public/commercial,No,No
1022,259900,0.46,11,27400,2212,4,1,2.5,10,hot air,oil,public/commercial,No,No
1023,200000,1.28,84,34600,1872,4,0,1,7,electric,oil,septic,No,No
1024,212000,0.71,36,35100,1804,4,1,2.5,7,hot water/steam,gas,public/commercial,No,No
1025,230000,0.47,41,27800,1910,3,1,2.5,5,hot water/steam,gas,public/commercial,No,No
1026,189000,0.42,28,30900,1632,3,1,1.5,7,hot air,gas,public/commercial,No,No
1027,313635,1.93,16,131500,3824,3,2,4,12,hot air,gas,septic,No,No
1028,185000,0.48,32,33600,1196,3,0,1.5,5,hot air,gas,public/commercial,No,No
1029,239900,0.42,30,23200,2259,4,1,2.5,11,hot water/steam,gas,public/commercial,No,No
1030,202000,0.48,39,25400,1690,3,1,2,6,hot water/steam,gas,public/commercial,No,No
1031,155000,0.12,19,18200,1227,2,1,2,6,hot water/steam,gas,public/commercial,No,No
1032,120000,1.48,57,36000,1278,3,1,1,7,hot air,gas,septic,No,No
1033,78000,0.33,77,33500,668,1,0,1,2,hot air,oil,septic,No,No
1034,311000,0.46,17,60500,2762,4,1,2.5,8,hot water/steam,gas,public/commercial,No,No
1035,198000,0.32,38,42500,1558,3,1,1,4,hot air,gas,septic,No,No
1036,158500,0.92,11,36100,1352,3,0,2,5,electric,electric,septic,No,No
1037,227000,0.46,37,27400,1920,5,1,2.5,9,hot water/steam,gas,public/commercial,No,No
1038,265900,0.34,6,36000,1940,3,1,2.5,7,hot air,gas,public/commercial,No,No
1039,163000,0.23,30,19300,1249,3,0,1.5,8,hot air,gas,public/commercial,No,No
1040,165000,0.28,27,19600,1576,3,0,2.5,4,hot water/steam,gas,public/commercial,No,No
1041,151000,0.07,30,16800,1419,3,0,1.5,4,hot air,gas,public/commercial,No,No
1042,200000,0.29,4,35800,1700,3,1,2.5,7,hot air,gas,public/commercial,No,No
1043,299900,0.77,15,38700,2748,4,1,3.5,8,hot air,gas,public/commercial,No,No
1044,210000,0.33,18,35500,1792,3,1,2.5,7,hot air,gas,public/commercial,No,No
1045,220000,0.66,36,35300,1724,3,0,1.5,8,electric,electric,septic,No,No
1046,326900,1,15,83600,2692,3,1,3.5,8,hot air,gas,public/commercial,No,No
1047,204900,0.39,29,24600,1734,4,1,2.5,7,hot water/steam,oil,public/commercial,No,No
1048,234000,0.31,32,25100,2014,3,1,1.5,7,hot air,gas,public/commercial,No,No
1049,236000,0.42,36,30900,2056,4,1,1.5,9,hot air,gas,public/commercial,No,No
1050,124000,0.46,36,32700,1745,4,0,1.5,6,hot air,gas,public/commercial,No,No
1051,199100,0.14,13,18400,1352,2,1,1.5,5,hot air,gas,public/commercial,No,No
1052,245000,0.5,30,29000,2259,4,1,2.5,9,hot water/steam,gas,public/commercial,No,No
1053,264000,0.35,33,35300,2572,3,1,2.5,11,hot air,gas,septic,No,No
1054,105000,0.15,18,18500,924,2,1,1,7,electric,electric,public/commercial,No,No
1055,187000,0.32,21,35000,2000,3,0,1.5,7,hot air,gas,public/commercial,No,No
1056,127000,0.17,21,11900,929,2,0,1.5,6,hot air,gas,public/commercial,No,No
1057,100000,0.48,42,15800,1540,4,0,1,7,hot air,oil,septic,No,No
1058,251000,0.77,44,47000,1730,3,1,2,9,hot air,oil,septic,No,No
1059,105000,0.95,50,36800,1500,3,1,1,5,hot water/steam,oil,septic,No,No
1060,431250,0.53,10,65800,2522,4,1,2.5,12,hot air,gas,public/commercial,No,No
1061,149900,0.06,19,16400,1479,3,1,1.5,4,electric,electric,public/commercial,No,No
1062,180000,0.46,36,32700,1922,4,1,1.5,9,hot air,gas,public/commercial,No,No
1063,123500,0.18,20,12600,1215,2,1,1.5,5,hot air,gas,public/commercial,No,No
1064,253000,0.47,33,33200,2772,5,2,3,12,hot air,gas,public/commercial,No,No
1065,330000,0.47,6,16500,2574,4,0,2.5,12,hot air,gas,public/commercial,No,No
1066,124500,0.19,21,18900,945,2,0,1,3,electric,electric,public/commercial,No,No
1067,424200,1.82,19,130700,2914,4,1,3.5,10,hot air,gas,public/commercial,No,No
1068,120000,0.21,19,14700,1480,3,0,1.5,7,electric,electric,public/commercial,No,No
1069,205000,0.42,32,29400,1914,3,1,1.5,5,hot air,gas,public/commercial,No,No
1070,175000,0.36,27,37000,1354,3,1,2,5,hot air,gas,public/commercial,No,No
1071,295000,0.49,4,36900,2302,4,1,2.5,7,hot air,gas,public/commercial,No,No
1072,156500,0.21,19,19100,1234,2,1,2,6,electric,electric,public/commercial,No,No
1073,143000,0.09,18,17600,1480,3,0,1.5,6,electric,electric,public/commercial,No,No
1074,215000,0.29,27,33000,1665,4,1,2,5,hot air,gas,public/commercial,No,No
1075,287000,0.4,6,12000,2182,3,1,2.5,10,hot air,gas,public/commercial,No,No
1076,122500,0.23,18,19300,924,2,1,1,7,electric,electric,public/commercial,No,No
1077,180000,1,19,49300,1220,3,0,2,5,electric,electric,public/commercial,No,No
1078,143000,0.09,18,17600,1480,3,0,1.5,8,electric,electric,public/commercial,No,No
1079,137000,0.08,21,17200,1375,2,1,1.5,3,electric,electric,public/commercial,No,No
1080,271000,0.47,22,61300,2003,3,1,2.5,7,hot air,gas,public/commercial,No,No
1081,129900,0.07,15,1800,1480,2,1,2.5,5,hot air,gas,public/commercial,No,No
1082,133000,0.06,15,1600,1480,3,0,1.5,6,hot air,gas,public/commercial,No,No
1083,179000,0.25,11,8300,1456,3,0,1,8,hot air,gas,public/commercial,No,No
1084,302000,0.72,5,27200,1888,3,1,2.5,9,hot air,gas,septic,No,No
1085,168000,0.92,28,8700,1112,3,0,1,8,hot air,oil,septic,No,No
1086,120000,0.19,16,3400,1480,2,1,1.5,6,hot air,gas,public/commercial,No,No
1087,119000,0.07,15,1800,1480,2,1,2.5,3,hot air,electric,public/commercial,No,No
1088,168000,0.35,27,7900,1836,3,0,2,5,hot water/steam,gas,septic,No,No
1089,124900,0.98,96,16100,1522,4,0,2,7,hot water/steam,oil,public/commercial,No,No
1090,415000,2.92,1,20000,2709,3,1,2.5,10,hot air,gas,septic,No,No
1091,150000,0.99,10,9900,1020,3,0,2,5,hot air,oil,septic,No,No
1092,310000,4,20,14000,2208,4,1,2,10,hot water/steam,gas,septic,No,No
1093,157000,0.46,18,7800,1368,3,0,1,7,electric,electric,septic,No,No
1094,205000,0.8,28,18000,2488,4,1,2.5,7,hot air,gas,septic,No,No
1095,275000,0.46,7,18400,1865,3,0,2.5,8,hot air,gas,public/commercial,No,No
1096,320000,0.46,10,18400,3174,4,0,4,12,hot air,gas,septic,No,No
1097,380000,0.74,17,23000,2944,5,1,2.5,12,hot air,gas,septic,No,No
1098,119900,0.46,23,7800,960,3,0,1,4,hot air,gas,septic,No,No
1099,345000,0.82,15,15000,3142,4,1,2.5,11,hot air,gas,septic,No,No
1100,145000,0.46,32,11500,1666,4,1,2,9,hot air,oil,septic,No,No
1101,123000,0.07,77,14100,708,2,1,1,7,hot air,oil,septic,No,No
1102,202500,0.79,17,17900,1598,3,1,2,8,hot air,oil,septic,No,No
1103,182000,1,13,4000,1564,3,1,2,4,hot air,gas,septic,No,No
1104,175000,0.63,14,5500,1224,3,0,1.5,7,hot air,gas,septic,No,No
1105,132500,0.21,77,3500,1379,3,0,1,7,hot air,gas,public/commercial,No,No
1106,239000,0.41,41,25400,2310,4,1,2.5,7,hot water/steam,gas,public/commercial,No,No
1107,86125,0.01,14,1200,960,2,0,1.5,6,hot water/steam,gas,public/commercial,No,No
1108,245000,1.28,16,50000,960,3,0,1,8,electric,electric,septic,No,No
1109,229900,1.64,52,25700,1820,4,2,2.5,7,hot water/steam,gas,septic,No,No
1110,129000,0.33,95,2500,1632,3,0,2,4,hot water/steam,oil,septic,No,No
1111,200000,0.09,90,5900,1594,2,0,2,3,hot air,gas,public/commercial,No,No
1112,144200,1.19,16,17900,1290,3,0,2,5,hot water/steam,oil,septic,No,No
1113,166000,0.4,11,300,1560,3,0,1.5,7,hot air,gas,septic,No,No
1114,178000,0.9,46,7400,1453,4,1,1.5,7,hot air,oil,septic,No,No
1115,165000,1,40,17000,1664,3,1,2,8,hot water/steam,oil,septic,No,No
1116,218000,0.1,18,16200,2169,3,1,2.5,10,electric,electric,septic,No,No
1117,175000,0.02,9,20000,1420,3,0,1,8,hot air,gas,septic,No,No
1118,145000,0.18,71,3100,1441,3,0,1.5,8,hot air,gas,public/commercial,No,No
1119,195000,0.76,4,18100,1016,3,0,1.5,5,hot air,gas,septic,No,No
1120,288139,0.46,0,15200,2947,4,1,2.5,10,hot air,gas,public/commercial,No,Yes
1121,187500,0.59,11,16700,1652,3,0,1.5,5,hot air,oil,septic,No,No
1122,255000,0.91,105,13200,1927,3,0,1.5,7,hot air,oil,septic,No,No
1123,145000,1,11,16000,960,3,0,1,5,hot air,gas,septic,No,No
1124,183000,0.46,28,15700,1804,3,1,1.5,7,electric,electric,septic,No,No
1125,318310,0.23,1,72300,2616,4,1,2.5,8,hot air,gas,septic,No,No
1126,192500,1.2,42,17900,1116,2,0,1.5,6,hot air,oil,septic,No,No
1127,195000,1,52,19200,2147,2,1,1.5,7,hot water/steam,oil,septic,No,No
1128,138000,0.87,36,17400,876,2,2,1.5,3,hot air,oil,septic,No,No
1129,230000,0.79,26,16100,2102,4,1,2.5,10,electric,electric,septic,No,No
1130,237500,1,15,12100,1776,3,1,1.5,5,hot air,oil,septic,No,No
1131,375000,4.84,3,21500,1996,3,1,3,8,hot water/steam,gas,septic,No,No
1132,105000,0.16,165,7200,1759,3,0,1,5,hot air,gas,public/commercial,No,No
1133,168000,1,10,16200,1014,3,0,1,7,hot air,gas,septic,No,No
1134,221000,0.29,5,7400,2270,4,0,2.5,10,hot water/steam,gas,public/commercial,No,No
1135,135000,0.31,85,3400,1548,3,0,1.5,8,hot air,oil,public/commercial,No,No
1136,129900,0.39,3,15000,1620,3,0,2,4,hot air,gas,public/commercial,No,No
1137,344100,1.05,40,49800,2608,4,2,2.5,8,hot air,gas,septic,No,No
1138,112000,1,15,24500,1080,3,0,2,4,electric,electric,septic,No,No
1139,380000,0.3,76,38300,1140,3,0,2,5,hot air,gas,public/commercial,Yes,No
1140,125000,0.6,34,2700,1152,3,0,1,5,hot air,gas,septic,No,No
1141,145000,5.52,20,5900,1056,2,0,1,7,electric,electric,septic,No,No
1142,190000,0.48,2,13400,1257,3,0,2,8,electric,gas,septic,No,No
1143,135000,0.15,25,7200,936,2,1,1.5,3,hot water/steam,gas,public/commercial,No,No
1144,58500,0.04,30,1400,1140,3,0,1.5,5,electric,electric,public/commercial,No,No
1145,80500,0.01,14,1200,960,2,0,1.5,3,hot water/steam,gas,public/commercial,No,No
1146,150410,0.25,6,15000,1058,2,0,1.5,4,hot air,gas,public/commercial,No,No
1147,170000,1,29,23000,768,2,0,1,6,electric,electric,septic,No,No
1148,242551,2,14,38900,2048,4,1,2.5,10,hot air,oil,septic,No,No
1149,176500,0.29,7,1100,1198,2,1,2,3,hot air,gas,public/commercial,No,No
1150,212000,1,27,5000,2430,4,0,1,9,electric,electric,septic,No,No
1151,135000,0.41,35,1300,918,3,0,1,7,hot water/steam,oil,septic,No,No
1152,215000,0.89,46,4500,2722,4,1,1.5,11,hot air,oil,septic,No,No
1153,262000,0.46,0,11100,2364,4,1,2.5,8,hot air,gas,public/commercial,No,No
1154,155000,1,15,5000,1440,3,0,1,4,hot water/steam,oil,septic,No,No
1155,207000,0.27,27,4600,1744,3,0,1,7,hot air,oil,public/commercial,No,No
1156,185000,0.14,105,600,2280,4,0,1.5,10,hot water/steam,oil,public/commercial,No,No
1157,92200,0.42,130,1700,1736,3,0,2,5,hot water/steam,oil,public/commercial,No,No
1158,111000,0.74,95,2700,883,1,0,1,2,hot air,oil,septic,No,No
1159,97000,0.1,145,600,1001,2,0,1,5,hot water/steam,gas,public/commercial,No,No
1160,200000,1.73,34,11500,1296,3,0,1,5,hot water/steam,oil,septic,No,No
1161,230000,0.47,14,16400,2304,3,1,2.5,9,electric,electric,septic,No,No
1162,299900,0.62,13,28500,2076,3,1,2.5,9,hot air,gas,septic,No,No
1163,183855,0.34,51,19000,1468,4,0,1,5,hot air,oil,septic,No,No
1164,174900,0.34,50,19000,1272,3,1,1.5,5,hot water/steam,gas,septic,No,No
1165,335000,3.28,11,39900,1900,3,1,2.5,9,hot air,oil,septic,No,No
1166,208000,0.47,53,23700,1548,3,0,1.5,8,hot water/steam,oil,septic,No,No
1167,380000,2,35,36600,2212,4,1,1.5,8,electric,electric,septic,No,No
1168,289900,0.3,0,35800,2376,4,1,2.5,10,hot air,gas,public/commercial,No,No
1169,188000,0.41,33,13500,1712,3,1,1.5,7,hot air,oil,septic,No,No
1170,600000,0.99,1,5000,2660,4,1,3.5,8,hot air,gas,public/commercial,No,No
1171,262000,0.29,5,25000,1487,3,0,3,5,hot water/steam,oil,septic,No,No
1172,220000,2.03,30,10200,1532,3,1,1.5,8,electric,electric,septic,No,No
1173,275000,0.61,21,16100,2486,4,1,2.5,11,hot air,gas,septic,No,No
1174,215000,0.46,25,13800,1918,3,0,2,8,hot air,gas,septic,No,No
1175,100000,0.51,47,14600,1270,3,0,1,7,hot water/steam,oil,public/commercial,No,No
1176,158500,0.17,19,15200,1406,2,0,1.5,7,electric,electric,public/commercial,No,No
1177,148900,0.15,18,15100,1385,2,0,1.5,6,electric,electric,public/commercial,No,No
1178,218000,0.45,16,25000,1300,3,0,1.5,4,hot air,gas,septic,No,No
1179,355840,0.87,0,108900,3259,4,1,2.5,10,hot air,gas,public/commercial,No,Yes
1180,168000,0.08,9,1000,1536,3,0,1.5,7,hot air,gas,septic,No,No
1181,171000,0.58,14,19000,1636,4,1,1.5,9,hot air,oil,none,No,No
1182,195000,0.41,15,18700,1944,3,1,1.5,7,hot air,gas,septic,No,No
1183,201880,0.46,19,18800,1676,3,1,2,7,hot air,gas,septic,No,No
1184,145000,0.47,12,10700,1040,3,0,1,5,hot air,gas,septic,No,No
1185,206000,0.01,13,1000,1800,3,1,2.5,7,hot air,gas,septic,No,No
1186,78000,0.14,85,7800,1394,3,1,1.5,6,hot air,oil,septic,No,No
1187,320900,0.47,5,20400,1885,2,1,2,7,hot water/steam,oil,septic,Yes,No
1188,159000,0.61,1,19500,1056,3,0,2,4,hot water/steam,oil,septic,No,No
1189,180000,0.16,38,54900,1593,3,0,1.5,4,hot air,gas,public/commercial,No,No
1190,129900,0.05,125,45000,1436,4,0,1,5,hot water/steam,oil,public/commercial,No,No
1191,150000,0.38,34,57800,1668,4,1,1.5,5,hot air,gas,public/commercial,No,No
1192,171134,0.25,35,50000,1302,3,0,2,4,hot air,gas,public/commercial,No,No
1193,151000,0.37,33,57200,1239,3,1,1,7,hot air,gas,public/commercial,No,No
1194,100000,0.31,85,64400,840,2,0,1,3,hot water/steam,oil,public/commercial,No,No
1195,655000,0.19,55,103000,780,2,0,1.5,6,hot air,gas,public/commercial,No,No
1196,243500,0.29,3,64400,1728,3,0,2.5,7,hot air,gas,public/commercial,No,No
1197,265000,0.18,140,56700,1666,3,0,1,8,hot air,gas,public/commercial,No,No
1198,400000,0.24,4,75400,2022,3,1,2.5,7,hot air,gas,public/commercial,No,No
1199,272800,0.08,46,183300,2225,4,1,2,9,hot air,gas,septic,No,No
1200,255000,0.17,115,53700,1023,2,0,1,6,hot air,gas,public/commercial,No,No
1201,220000,0.13,17,51400,1290,2,0,1.5,4,electric,electric,public/commercial,No,No
1202,775000,0.48,31,72600,3968,5,4,3.5,12,hot air,gas,public/commercial,No,No
1203,233000,0.14,129,93000,1699,4,0,1,9,hot water/steam,gas,public/commercial,No,No
1204,216977,0.48,27,57800,2137,4,0,1,9,hot water/steam,gas,public/commercial,No,No
1205,245000,0.03,5,27000,1428,2,1,2.5,4,hot air,gas,public/commercial,No,No
1206,159000,0.24,35,49100,936,3,0,1,8,hot air,gas,public/commercial,No,No
1207,725000,0.21,3,70600,2586,4,1,3,10,hot air,gas,public/commercial,No,No
1208,268300,0.16,6,36800,1373,3,1,2,5,hot air,gas,public/commercial,No,No
1209,159000,0.28,33,51800,1272,3,0,1,6,hot air,gas,public/commercial,No,No
1210,155000,0.3,33,53000,1368,3,1,2,8,hot air,gas,public/commercial,No,No
1211,345000,0.29,18,46400,2120,4,1,2.5,11,hot air,gas,public/commercial,No,No
1212,165200,0.3,34,53000,1279,2,0,1,5,hot air,gas,public/commercial,No,No
1213,185000,0.53,35,66500,1104,2,0,1,3,hot air,gas,public/commercial,No,No
1214,225500,0.28,41,64000,1092,3,1,1,4,hot water/steam,gas,public/commercial,No,No
1215,420000,0.11,121,87000,2247,4,0,2,10,hot water/steam,gas,public/commercial,No,No
1216,220000,0.18,53,101000,1146,4,0,1.5,7,hot water/steam,gas,public/commercial,No,No
1217,620000,0.53,23,225800,3250,3,2,2.5,10,hot air,gas,public/commercial,No,No
1218,260000,0.35,18,50000,1920,4,1,2.5,10,hot air,gas,public/commercial,No,No
1219,359900,0.5,0,65000,1932,3,1,2,7,hot air,gas,public/commercial,No,No
1220,375000,0.14,4,112100,1620,3,0,2.5,7,hot air,gas,public/commercial,No,No
1221,302900,0.22,50,72000,1640,3,0,1,4,hot water/steam,gas,public/commercial,No,No
1222,175000,0.17,39,55800,1040,5,0,1.5,6,hot air,gas,public/commercial,No,No
1223,260000,5.35,37,137800,1676,4,0,2,8,hot air,oil,septic,No,No
1224,270000,0.33,16,48800,1991,3,1,2.5,6,hot air,gas,public/commercial,No,No
1225,485000,0.24,17,60200,1908,4,1,3.5,9,hot air,gas,public/commercial,No,No
1226,200000,0.57,85,62500,966,3,0,1,4,hot air,oil,public/commercial,No,No
1227,367000,0.03,19,27000,1815,2,1,2.5,5,hot air,gas,public/commercial,No,No
1228,175000,0.3,32,53000,1664,3,0,1,7,hot air,gas,public/commercial,No,No
1229,203000,0.04,19,25600,1216,2,1,2,4,hot air,gas,public/commercial,No,No
1230,170000,0.16,33,54900,1564,3,0,2,7,hot air,gas,public/commercial,No,No
1231,375000,0.31,32,143200,2752,4,1,2.5,10,hot air,gas,public/commercial,No,No
1232,159900,0.25,35,50000,936,3,0,1,4,hot air,gas,public/commercial,No,No
1233,230000,0.14,95,50800,1617,4,0,1.5,9,hot air,gas,public/commercial,No,No
1234,375000,0.12,69,195000,1452,3,1,2,5,hot water/steam,gas,public/commercial,No,No
1235,421000,0.31,5,80600,1911,3,1,2.5,6,hot air,gas,public/commercial,No,No
1236,218000,0.28,31,80800,1580,3,0,1.5,4,hot air,gas,public/commercial,No,No
1237,167850,0.27,34,51200,1920,3,1,1,5,hot air,gas,public/commercial,No,No
1238,252500,0.21,80,115000,1155,4,0,1.5,7,hot water/steam,gas,public/commercial,No,No
1239,650000,0.34,3,82400,3770,4,1,2.5,12,hot air,gas,public/commercial,No,No
1240,380000,0.04,18,36000,1675,2,1,2.5,6,hot air,gas,public/commercial,No,No
1241,214500,0.21,33,107000,912,3,0,1,4,hot air,gas,public/commercial,No,No
1242,218500,0.17,115,55800,1510,3,0,1,8,hot water/steam,gas,public/commercial,No,No
1243,174000,0.16,35,54900,864,2,0,1,6,hot air,gas,public/commercial,No,No
1244,225000,0.46,35,62600,1600,4,0,2,6,hot air,gas,public/commercial,No,No
1245,309750,0.07,15,48200,1744,3,1,2.5,5,hot air,gas,public/commercial,No,No
1246,658300,0.69,3,101500,3208,4,1,2.5,11,hot air,gas,public/commercial,No,No
1247,203000,0.06,16,45800,1290,2,0,1.5,7,hot air,gas,public/commercial,No,No
1248,375000,0.03,19,27000,1900,2,1,2.5,7,hot air,gas,public/commercial,No,No
1249,62500,1,25,24700,2808,3,0,1,11,hot air,oil,septic,No,No
1250,205000,0.19,18,7300,1576,3,0,1.5,4,hot air,gas,public/commercial,No,No
1251,84500,0.2,135,7300,1118,3,0,1,5,hot water/steam,gas,public/commercial,No,No
1252,280500,1.09,8,23000,1752,3,2,2,6,hot air,gas,septic,No,No
1253,182000,0.02,32,22500,1753,3,0,1.5,5,electric,electric,septic,No,No
1254,571000,1,14,128500,2186,3,0,2.5,10,hot air,gas,none,No,No
1255,168000,0.25,35,50000,1800,2,0,1,5,hot air,gas,public/commercial,No,No
1256,354000,0.46,30,56600,2462,5,1,2.5,10,hot air,gas,public/commercial,No,No
1257,238000,0.2,50,70000,1286,5,0,2,10,hot water/steam,gas,public/commercial,No,No
1258,182000,0.16,35,97000,1337,3,0,1,8,hot air,gas,public/commercial,No,No
1259,218500,0.17,5,37600,1170,2,1,2.5,4,hot air,gas,public/commercial,No,No
1260,227500,0.55,53,73400,1185,3,0,1,4,hot air,gas,public/commercial,No,No
1261,375000,0.5,19,59000,2424,4,1,2.5,8,hot air,gas,public/commercial,No,No
1262,399900,0.09,125,83000,1828,3,0,1.5,7,hot water/steam,gas,public/commercial,No,No
1263,360000,0.34,41,80000,2176,4,1,2.5,8,electric,electric,septic,No,No
1264,412500,0.39,4,85400,2000,3,1,2.5,6,hot air,gas,public/commercial,No,No
1265,268500,0.18,10,38400,1340,3,1,2.5,8,hot air,gas,public/commercial,No,No
1266,300300,0.13,52,63000,1208,3,0,1,6,hot air,gas,public/commercial,No,No
1267,382500,0.19,2,57600,2244,4,1,2.5,10,hot air,gas,public/commercial,No,No
1268,189000,0.3,31,53000,1592,3,1,1.5,7,hot air,gas,public/commercial,No,No
1269,295000,0.39,17,52400,1831,3,1,2.5,7,hot air,gas,public/commercial,No,No
1270,220000,0.01,37,182600,1093,2,1,1.5,5,hot water/steam,gas,septic,No,No
1271,223000,0.12,110,89000,1460,2,0,1,5,hot water/steam,gas,public/commercial,No,No
1272,399000,0.25,152,115000,2128,3,1,1.5,10,hot water/steam,gas,public/commercial,No,No
1273,169480,0.24,30,49100,1368,3,0,1,5,hot air,gas,public/commercial,No,No
1274,347750,0.15,1,36000,2200,3,1,2.5,8,hot air,gas,public/commercial,No,No
1275,455000,0.25,23,61000,2310,2,1,3,8,hot air,gas,public/commercial,No,No
1276,249900,0.04,12,25600,1776,3,1,2.5,7,hot air,gas,public/commercial,No,No
1277,250000,0.05,8,32000,1852,3,0,2.5,9,electric,electric,public/commercial,No,No
1278,265000,0.32,42,144900,1092,2,0,2,4,hot air,gas,public/commercial,No,No
1279,670000,0.11,121,87000,2247,4,0,2,8,hot water/steam,gas,public/commercial,No,No
1280,195000,0.11,19,49800,1311,3,0,1.5,8,hot air,gas,public/commercial,No,No
1281,360000,0.13,4,110200,1392,3,0,2.5,4,hot air,gas,public/commercial,No,No
1282,175000,0.4,33,59000,1116,4,0,1.5,8,hot air,gas,public/commercial,No,No
1283,166500,0.1,115,49500,812,2,0,1,4,hot air,gas,public/commercial,No,No
1284,190100,0.48,27,31700,1872,4,1,2.5,8,hot air,gas,septic,No,No
1285,180500,0.75,8,20500,1248,3,0,2,5,hot air,electric,public/commercial,No,No
1286,440000,0.19,3,97300,1702,2,0,2,4,hot water/steam,gas,septic,Yes,No
1287,170000,0.51,57,13300,1346,2,1,1,4,hot water/steam,oil,septic,No,No
1288,220000,0.63,20,17700,1596,3,1,2,6,hot water/steam,gas,septic,No,No
1289,70500,0.09,57,1000,884,3,0,1,7,hot air,gas,public/commercial,No,No
1290,65000,0.13,137,700,814,2,0,1,3,hot air,gas,septic,No,No
1291,127500,0.19,71,3200,720,2,0,1,5,hot air,gas,public/commercial,No,No
1292,155000,0.57,28,2600,2051,3,0,1,5,electric,electric,septic,No,No
1293,255500,0.92,11,2600,1590,2,1,2,6,hot air,oil,septic,No,No
1294,136000,0.35,39,1600,1202,3,0,1,6,electric,electric,septic,No,No
1295,204000,0.86,16,4300,2016,3,0,1.5,5,hot water/steam,oil,septic,No,No
1296,200000,0.8,6,2000,1274,3,1,2,6,hot air,gas,septic,No,No
1297,163000,0.36,40,3600,960,3,0,1,5,hot air,oil,septic,No,No
1298,149350,0.44,47,4000,1056,3,0,1,6,hot air,gas,septic,No,No
1299,235000,0.25,12,5200,1820,3,0,3.5,8,hot air,oil,septic,No,No
1300,260000,0.65,27,16500,2486,4,1,2.5,7,hot air,gas,septic,No,No
